is_long,price,atr,volume,long_liquidations,short_liquidations,minute_of_session,trvo_relative_volume,trvo_buy_pressure,trvo_oscillator,target_high_tp,sma_trend_1h
1,88063.0,67.71428571428571,1.784396,0.120544,0.120544,250,0.01856099139077628,0.6875,-0.03511940687103481,0,1
1,82619.0,216.42857142857142,14.065148,0.05171,0.05171,250,0.14774065373992912,0.9666666666666666,-0.054447371431547084,0,0
0,84847.0,82.14285714285714,17.01725,0.0064259999999999,0.268538,245,11.042702537960828,0.06707317073170731,0.13589270075386045,0,1
0,87411.0,257.5,36.836826,0.0305159999999999,1.356226,250,28.7272930979669,0.08661417322834646,-0.03138465704253385,0,1
0,87513.0,229.57142857142858,33.95843,2.41223,0.0693,245,2.2470155527662374,0.46993318485523383,0.006568302033604797,0,1
0,82325.0,581.8571428571429,42.1341,0.152324,0.164072,250,0.946823381461847,0.2506265664160401,0.14884795121181835,0,1
0,77225.0,640.9285714285714,138.446868,0.004132,0.2212819999999999,250,2.021115453037767,0.038520801232665644,0.04535577370013699,0,1
0,82920.0,524.7142857142857,75.45331200000001,0.23889,0.393212,250,0.8418268051460996,0.16511627906976745,0.17374428545400816,1,1
0,86008.0,297.2857142857143,63.266858,0.093314,0.189656,250,0.4681443230023863,0.845890410958904,0.18619631860580843,1,1
0,83904.0,328.5,31.818936,0.039644,0.653118,255,0.3706697853052381,0.5238095238095238,0.10300580838177029,0,1
0,84308.0,96.92857142857143,3.714876,0.0,0.2360799999999999,255,0.07292381472319914,0.013513513513513514,-0.048450903152628844,0,1
0,87415.0,376.64285714285717,63.835032,1.194774,0.0554579999999999,250,2.1506507493847,0.47058823529411764,0.21053905598713782,0,1
0,92899.0,110.78571428571429,16.840822,0.64049,0.006478,245,0.23280302728694305,0.7702702702702703,-0.001906537413635237,1,1
0,93925.0,102.42857142857143,17.625388,1.121862,0.0095979999999999,250,0.2635661869935784,0.18461538461538463,0.12162406812837788,0,1
0,93731.0,173.14285714285714,27.184320000000003,0.137104,0.106706,255,0.7322505935459056,0.10822510822510822,0.0944977626546463,0,0
0,96861.0,286.35714285714283,31.027368000000003,0.783562,0.131034,255,0.9658208720648616,0.11779448621553885,0.2049591962530852,0,0
0,99322.0,125.14285714285714,47.455676,0.018204,6.249388,245,2.4000866254306867,0.04481792717086835,0.12933348131757785,0,0
0,103329.0,246.57142857142858,19.62842,0.513466,0.16514,250,0.6718152691293662,0.5966386554621849,0.09035936387132908,1,1
0,104221.0,194.28571428571428,48.34214,0.005986,1.234602,245,2.4035931580080736,0.7272727272727273,0.10271092595736182,1,1
0,103662.0,224.07142857142858,32.835316,0.0871079999999999,0.4456159999999999,250,1.3314403782262605,0.38873239436619716,0.11439487727662839,0,1
