timestamp,open,high,low,close,volume
1641408032621,45892.04,46132.52,45850.0,46030.93,2173.642
1641408372942,46031.1,46073.65,45933.81,45992.75,2174.114
1641409112372,45992.61,46126.73,45865.89,45902.03,2171.633
1641409410957,45900.0,45982.84,45745.13,45849.88,2183.923
1641409583797,45850.0,45923.01,45757.0,45850.15,2170.805
1641409928180,45850.0,45853.13,45627.22,45634.99,2175.38
1641410114254,45635.0,45806.46,45611.74,45629.16,2211.844
1641410437318,45629.15,45897.34,45582.05,45878.4,2187.635
1641410658964,45878.41,46021.85,45766.54,45988.6,2175.844
1641410899114,45988.59,46010.0,45805.0,45824.91,2179.514
1641411195001,45824.93,45852.56,45650.0,45694.58,2184.765
1641411608529,45694.12,45760.59,45551.0,45563.45,2191.066
1641411899579,45562.89,45583.73,45200.01,45200.01,2120.758
1641411911310,45200.0,45300.0,44815.0,45018.46,2301.155
1641411914465,45082.64,45130.0,44450.0,44987.55,2233.062
1641411920126,45001.94,45120.12,44562.21,44950.32,2226.261
1641411936767,44944.41,45119.7,44893.22,44981.9,2220.434
1641411965731,44979.0,44986.45,44200.01,44200.01,2222.833
1641411978557,44200.0,44794.12,44128.22,44657.62,2266.138
1641411998783,44661.67,45136.81,44638.46,45096.32,2228.453
1641412031228,45096.03,45300.0,44988.66,45121.03,2214.886
1641412056155,45100.0,45419.23,45006.75,45394.33,2212.609
1641412092567,45371.28,45400.0,44888.0,44961.17,2210.9
1641412139962,44961.08,45085.77,44850.0,44940.63,2208.566
1641412218627,44940.64,44980.01,44720.0,44770.81,2223.892
1641412276945,44770.82,44930.0,44647.2,44929.99,2242.193
1641412347015,44930.0,45035.03,44734.92,44845.46,2243.77
1641412416582,44845.47,44872.99,44601.47,44728.14,2235.171
1641412527061,44728.13,44814.06,44618.14,44641.72,2236.962
1641412642409,44641.68,44686.74,44550.0,44681.32,2241.155
1641412732470,44681.33,44720.0,44540.49,44719.69,2240.413
1641412830735,44718.98,44835.0,44657.09,44657.09,2234.807
1641412979052,44656.51,44788.5,44500.01,44500.01,2230.202
1641413107996,44500.0,44523.65,44150.01,44150.01,2262.337
1641413128364,44150.0,44285.14,43778.62,44049.96,2274.542
1641413140074,44049.98,44289.64,43880.0,44136.0,2265.319
1641413163638,44135.74,44369.57,44120.0,44267.29,2258.929
1641413232126,44267.33,44296.27,43825.76,43897.91,2270.336
1641413278828,43896.73,44000.0,43490.5,43490.5,2284.735
1641413297922,43490.23,43939.18,43488.77,43842.17,2284.497
1641413320421,43842.68,44176.33,43793.9,44150.32,2271.923
1641413357201,44148.8,44235.03,43971.95,44083.41,2266.5
1641413416301,44078.21,44238.35,43950.0,44001.9,2263.41
1641413476857,44000.0,44260.0,43900.0,44249.98,2269.14
