timestamp,sma_50
1583028300000.0,8722.156
1583037000000.0,8719.801
1583047200000.0,8716.1818
1583054700000.0,8713.9552
1583064000000.0,8711.5318
1583065500000.0,8706.592
1583067900000.0,8702.5036
1583073600000.0,8698.6102
1583080500000.0,8697.5292
1583083500000.0,8692.35
1583089500000.0,8689.4892
1583093400000.0,8685.6418
1583102100000.0,8680.4236
1583108700000.0,8676.9262
1583117700000.0,8673.0742
1583127000000.0,8667.3664
1583133900000.0,8665.664
1583142300000.0,8663.4502
1583146800000.0,8660.4886
1583153100000.0,8659.0382
1583156400000.0,8658.5268
1583159700000.0,8658.9036
1583163600000.0,8660.2652
1583168700000.0,8661.6554
1583175000000.0,8662.8524
1583184000000.0,8665.0706
1583190600000.0,8667.483
1583196900000.0,8671.1006
1583208000000.0,8674.0842
1583218800000.0,8677.7146
1583223900000.0,8683.5044
1583230800000.0,8690.7368
1583237100000.0,8693.431
1583241000000.0,8695.6092
1583246400000.0,8698.369
1583248200000.0,8700.1208
1583249100000.0,8702.9904
1583253000000.0,8703.0642
1583260800000.0,8702.6128
1583271600000.0,8703.6728
1583283900000.0,8705.2804
1583294400000.0,8706.4982
1583305800000.0,8707.5344
1583316000000.0,8708.075
1583322900000.0,8711.6018
1583332200000.0,8712.9938
1583335500000.0,8714.155
1583341500000.0,8715.294
1583355000000.0,8719.3586
1583368500000.0,8723.354
1583371200000.0,8730.363
1583376900000.0,8737.2634
1583382600000.0,8744.134
1583391300000.0,8751.6652
1583400600000.0,8759.2786
1583403900000.0,8769.2298
1583408700000.0,8779.0046
1583414100000.0,8790.1026
1583420700000.0,8801.6868
1583426700000.0,8814.9534
1583436900000.0,8826.1376
1583441700000.0,8837.1406
1583451300000.0,8846.729
1583456700000.0,8854.993
1583467500000.0,8864.6688
1583475000000.0,8874.132
1583482800000.0,8882.9064
1583492100000.0,8890.4604
1583497500000.0,8897.1846
1583504100000.0,8901.1202
1583510700000.0,8906.2714
1583523300000.0,8913.1906
1583536800000.0,8917.8712
1583547000000.0,8922.4208
1583561700000.0,8926.1782
1583575200000.0,8930.5542
1583584800000.0,8935.6784
1583597100000.0,8939.9122
1583599500000.0,8943.0094
1583600700000.0,8945.9482
1583603700000.0,8946.6846
1583606400000.0,8946.787
1583616900000.0,8947.067
1583627100000.0,8948.0136
1583632800000.0,8945.6978
1583644800000.0,8946.3644
1583658600000.0,8947.1048
1583667000000.0,8946.2426
1583673300000.0,8943.9028
1583678100000.0,8938.3448
1583680500000.0,8929.7046
1583681700000.0,8921.5294
1583682600000.0,8911.3808
1583684400000.0,8900.8186
1583685000000.0,8890.7344
1583686200000.0,8882.5106
1583689200000.0,8873.3518
1583694900000.0,8864.3544
1583704800000.0,8851.9844
1583709000000.0,8834.7122
1583711400000.0,8818.7932
1583712600000.0,8802.1946
1583717100000.0,8784.4904
1583723700000.0,8761.9728
1583727300000.0,8737.0828
1583728500000.0,8710.8266
1583731500000.0,8685.378
1583732400000.0,8663.3054
1583733600000.0,8639.6116
1583736300000.0,8616.577
1583741400000.0,8592.3566
1583748000000.0,8566.6832
1583752500000.0,8544.0672
1583755800000.0,8520.433
1583759100000.0,8494.4364
1583762100000.0,8468.078
1583764200000.0,8439.6098
1583766900000.0,8410.67
1583768700000.0,8384.8988
1583770800000.0,8360.193
1583772600000.0,8332.7516
1583776500000.0,8306.2274
1583781900000.0,8281.7846
1583786100000.0,8257.3704
1583795400000.0,8233.7878
1583802000000.0,8208.9256
1583809500000.0,8185.5316
1583819700000.0,8161.9886
1583828100000.0,8141.9082
1583836200000.0,8124.0046
1583837700000.0,8107.787
1583840100000.0,8092.349
1583844300000.0,8076.8918
1583847900000.0,8062.7134
1583851800000.0,8045.4368
1583854500000.0,8027.7762
1583855100000.0,8009.13
1583856300000.0,7993.7588
1583860500000.0,7978.6966
1583865300000.0,7966.892
1583870700000.0,7960.147
1583875500000.0,7951.6686
1583880600000.0,7944.6952
1583884500000.0,7938.8648
1583893800000.0,7930.9576
1583905200000.0,7921.6536
1583912100000.0,7912.4896
1583916000000.0,7902.9572
1583922600000.0,7895.571
1583928300000.0,7892.791
1583934300000.0,7885.9724
1583940600000.0,7879.9682
1583943600000.0,7872.801
1583946900000.0,7868.244
1583949600000.0,7866.5556
1583951700000.0,7866.7116
1583954100000.0,7866.8086
1583958600000.0,7866.8954
1583966100000.0,7867.593
1583968800000.0,7865.997
1583975400000.0,7862.5032
1583978400000.0,7859.384
1583979900000.0,7854.925
1583982300000.0,7849.3766
1583986800000.0,7845.9532
1583991300000.0,7841.0736
1583995200000.0,7834.7144
1583997300000.0,7830.4708
1583998500000.0,7822.0948
1584001200000.0,7813.4052
1584003900000.0,7803.843
1584008400000.0,7789.4588
1584009300000.0,7768.267
1584009600000.0,7736.9046
1584009900000.0,7702.054
1584010200000.0,7664.1554
1584010800000.0,7630.4776
1584011400000.0,7596.0556
1584012600000.0,7554.5392
1584013800000.0,7515.0168
1584015000000.0,7475.5628
1584016500000.0,7434.5724
1584018300000.0,7391.2784
1584020400000.0,7348.9878
1584021900000.0,7314.5414
1584024000000.0,7278.6642
1584026400000.0,7243.4692
